latitude;longitude;altitude;;;;
54.57535,;-1.2376433333,;80;;;;
54.5753483333,;-1.2376433333,;80;;;;
54.5753483333,;-1.2376416667,;80;;;;
54.57535,;-1.23764,;80;;;;
54.57535,;-1.23764,;80;;;;
54.57535,;-1.2376416667,;80;;;;
54.57535,;-1.2376433333,;80;;;;
54.5753483333,;-1.2376433333,;80;;;;
54.5753483333,;-1.2376433333,;80;;;;
54.5753483333,;-1.2376416667,;80;;;;
54.5753466667,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.2376383333,;80;;;;
54.575345,;-1.2376383333,;80;;;;
54.575345,;-1.2376383333,;80;;;;
54.575345,;-1.2376383333,;80;;;;
54.575345,;-1.2376383333,;80;;;;
54.575345,;-1.2376383333,;80;;;;
54.575345,;-1.2376383333,;80;;;;
54.575345,;-1.2376383333,;80;;;;
54.575345,;-1.2376383333,;80;;;;
54.575345,;-1.2376383333,;80;;;;
54.575345,;-1.2376383333,;80;;;;
54.575345,;-1.2376383333,;80;;;;
54.575345,;-1.2376383333,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.2376383333,;80;;;;
54.575345,;-1.2376383333,;80;;;;
54.575345,;-1.2376383333,;80;;;;
54.575345,;-1.2376383333,;80;;;;
54.575345,;-1.2376383333,;80;;;;
54.575345,;-1.2376383333,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.23764,;80;;;;
54.575345,;-1.2376416667,;80;;;;
54.575345,;-1.2376416667,;80;;;;
54.575345,;-1.2376416667,;80;;;;
54.575345,;-1.2376416667,;80;;;;
54.575345,;-1.2376416667,;80;;;;
54.575345,;-1.2376416667,;80;;;;
54.575345,;-1.2376416667,;80;;;;
54.575345,;-1.2376416667,;80;;;;
54.575345,;-1.2376416667,;80;;;;
54.575345,;-1.2376416667,;80;;;;
54.575345,;-1.2376416667,;80;;;;
54.575345,;-1.2376416667,;80;;;;
54.575345,;-1.2376416667,;80;;;;
54.575345,;-1.2376416667,;80;;;;
54.575345,;-1.2376416667,;80;;;;
54.575345,;-1.2376416667,;80;;;;
54.575345,;-1.2376416667,;80;;;;
54.575345,;-1.2376416667,;80;;;;
54.575345,;-1.2376416667,;80;;;;
54.575345,;-1.2376433333,;80;;;;
54.575345,;-1.2376433333,;80;;;;
54.575345,;-1.2376433333,;80;;;;
54.575345,;-1.2376433333,;80;;;;
54.575345,;-1.2376433333,;80;;;;
54.575345,;-1.2376433333,;80;;;;
54.575345,;-1.2376433333,;80;;;;
54.575345,;-1.2376433333,;80;;;;
54.575345,;-1.2376433333,;80;;;;
54.575345,;-1.2376433333,;80;;;;
54.575345,;-1.2376433333,;80;;;;
54.575345,;-1.2376433333,;80;;;;
54.575345,;-1.2376433333,;80;;;;
54.575345,;-1.237645,;80;;;;
54.575345,;-1.237645,;80;;;;
54.575345,;-1.237645,;80;;;;
54.575345,;-1.237645,;80;;;;
54.575345,;-1.237645,;80;;;;
54.575345,;-1.237645,;80;;;;
54.575345,;-1.237645,;80;;;;
54.575345,;-1.237645,;80;;;;
54.575345,;-1.237645,;80;;;;
54.575345,;-1.237645,;80;;;;
54.575345,;-1.2376466667,;80;;;;
54.575345,;-1.2376466667,;80;;;;
54.575345,;-1.2376466667,;80;;;;
54.575345,;-1.2376466667,;80;;;;
54.575345,;-1.2376466667,;80;;;;
54.575345,;-1.2376466667,;80;;;;
54.575345,;-1.2376466667,;80;;;;
54.575345,;-1.2376466667,;80;;;;
54.575345,;-1.2376466667,;80;;;;
54.575345,;-1.2376466667,;80;;;;
54.575345,;-1.2376466667,;80;;;;
54.575345,;-1.2376466667,;80;;;;
54.575345,;-1.2376466667,;80;;;;
54.575345,;-1.2376466667,;80;;;;
54.575345,;-1.2376466667,;80;;;;
54.575345,;-1.2376483333,;80;;;;
54.575345,;-1.2376483333,;80;;;;
54.575345,;-1.2376483333,;80;;;;
54.575345,;-1.2376483333,;80;;;;
54.575345,;-1.2376483333,;80;;;;
54.575345,;-1.2376483333,;80;;;;
54.575345,;-1.2376483333,;80;;;;
54.575345,;-1.2376483333,;80;;;;
54.575345,;-1.2376483333,;80;;;;
54.575345,;-1.2376483333,;80;;;;
54.575345,;-1.2376483333,;80;;;;
54.575345,;-1.2376483333,;80;;;;
54.575345,;-1.2376483333,;80;;;;
54.575345,;-1.2376483333,;80;;;;
54.5753433333,;-1.2376483333,;80;;;;
54.5753433333,;-1.2376483333,;80;;;;
54.5753433333,;-1.2376483333,;80;;;;
54.5753433333,;-1.2376483333,;80;;;;
54.5753433333,;-1.2376483333,;80;;;;
54.5753433333,;-1.2376483333,;80;;;;
54.5753433333,;-1.2376483333,;80;;;;
54.5753433333,;-1.2376483333,;80;;;;
54.5753433333,;-1.2376483333,;80;;;;
54.5753433333,;-1.2376483333,;80;;;;
54.5753433333,;-1.2376483333,;80;;;;
54.5753433333,;-1.2376483333,;80;;;;
54.5753433333,;-1.2376483333,;80;;;;
54.5753433333,;-1.2376483333,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.5753433333,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.575345,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.23765,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753466667,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376516667,;80;;;;
54.5753483333,;-1.2376533333,;80;;;;
54.5753483333,;-1.2376533333,;80;;;;
54.5753483333,;-1.2376533333,;80;;;;
54.5753483333,;-1.2376533333,;80;;;;
54.5753483333,;-1.2376533333,;80;;;;
54.5753483333,;-1.2376533333,;80;;;;
54.5753483333,;-1.2376533333,;80;;;;
54.5753483333,;-1.2376533333,;80;;;;
54.5753483333,;-1.2376533333,;80;;;;
54.5753483333,;-1.2376533333,;80;;;;
54.5753483333,;-1.2376533333,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753483333,;-1.237655,;80;;;;
54.5753466667,;-1.237655,;80;;;;
54.5753466667,;-1.2376566667,;80;;;;
54.5753466667,;-1.2376566667,;80;;;;
54.5753466667,;-1.2376566667,;80;;;;
54.5753466667,;-1.2376566667,;80;;;;
54.5753466667,;-1.2376566667,;80;;;;
54.5753466667,;-1.2376566667,;80;;;;
54.5753466667,;-1.2376566667,;80;;;;
54.5753483333,;-1.2376566667,;80;;;;
54.5753483333,;-1.2376566667,;80;;;;
54.5753483333,;-1.2376566667,;80;;;;
54.5753466667,;-1.2376566667,;80;;;;
54.5753483333,;-1.2376566667,;80;;;;
54.5753483333,;-1.2376566667,;80;;;;
54.5753466667,;-1.2376566667,;80;;;;
54.5753466667,;-1.2376566667,;80;;;;
54.5753466667,;-1.2376566667,;80;;;;
54.5753466667,;-1.2376566667,;80;;;;
54.5753466667,;-1.2376566667,;80;;;;
54.5753483333,;-1.2376566667,;80;;;;
54.5753483333,;-1.2376566667,;80;;;;
54.5753483333,;-1.2376566667,;80;;;;
54.5753483333,;-1.2376566667,;80;;;;
54.5753483333,;-1.2376566667,;80;;;;
54.5753483333,;-1.2376566667,;80;;;;
54.5753483333,;-1.2376583333,;80;;;;
54.5753483333,;-1.2376583333,;80;;;;
54.5753483333,;-1.2376566667,;80;;;;
54.5753483333,;-1.2376566667,;80;;;;
54.5753483333,;-1.2376566667,;80;;;;
54.5753483333,;-1.2376566667,;80;;;;
54.5753483333,;-1.2376583333,;80;;;;
54.5753483333,;-1.2376583333,;80;;;;
54.5753483333,;-1.2376583333,;80;;;;
54.5753483333,;-1.2376583333,;80;;;;
54.5753483333,;-1.2376583333,;80;;;;
54.5753483333,;-1.2376583333,;80;;;;
54.5753483333,;-1.2376583333,;80;;;;
54.5753483333,;-1.2376583333,;80;;;;
54.5753483333,;-1.2376583333,;80;;;;
54.5753483333,;-1.2376583333,;80;;;;
54.5753483333,;-1.2376583333,;80;;;;
54.5753483333,;-1.2376583333,;80;;;;
54.5753483333,;-1.2376583333,;80;;;;
54.5753483333,;-1.2376583333,;80;;;;
54.5753483333,;-1.2376583333,;80;;;;
54.5753483333,;-1.2376583333,;80;;;;
54.5753483333,;-1.2376583333,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.2376616667,;80;;;;
54.5753483333,;-1.2376616667,;80;;;;
54.5753483333,;-1.2376616667,;80;;;;
54.5753483333,;-1.2376616667,;80;;;;
54.5753483333,;-1.2376616667,;80;;;;
54.5753483333,;-1.2376616667,;80;;;;
54.5753483333,;-1.2376616667,;80;;;;
54.5753483333,;-1.2376616667,;80;;;;
54.5753483333,;-1.2376616667,;80;;;;
54.5753483333,;-1.2376616667,;80;;;;
54.5753483333,;-1.2376616667,;80;;;;
54.5753483333,;-1.2376616667,;80;;;;
54.5753483333,;-1.2376616667,;80;;;;
54.5753483333,;-1.2376616667,;80;;;;
54.5753483333,;-1.2376616667,;80;;;;
54.5753483333,;-1.2376616667,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.23766,;80;;;;
54.5753483333,;-1.2376583333,;80;;;;
54.5753483333,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.57535,;-1.2376583333,;80;;;;
54.5753516667,;-1.2376583333,;80;;;;
54.5753516667,;-1.2376583333,;80;;;;
54.5753516667,;-1.2376583333,;80;;;;
54.5753516667,;-1.2376583333,;80;;;;
54.5753516667,;-1.2376583333,;80;;;;
54.5753516667,;-1.2376583333,;80;;;;
54.5753516667,;-1.2376583333,;80;;;;
54.5753516667,;-1.2376583333,;80;;;;
54.5753516667,;-1.2376583333,;80;;;;
54.5753516667,;-1.2376583333,;80;;;;
54.5753516667,;-1.2376583333,;80;;;;
54.5753516667,;-1.23766,;80;;;;
54.5753516667,;-1.23766,;80;;;;
54.5753516667,;-1.23766,;80;;;;
54.5753516667,;-1.23766,;80;;;;
54.5753516667,;-1.23766,;80;;;;
54.5753516667,;-1.23766,;80;;;;
54.5753516667,;-1.23766,;80;;;;
54.5753516667,;-1.23766,;80;;;;
54.5753516667,;-1.23766,;80;;;;
54.5753516667,;-1.23766,;80;;;;
54.5753516667,;-1.23766,;80;;;;
54.5753516667,;-1.23766,;80;;;;
54.5753516667,;-1.23766,;80;;;;
54.5753516667,;-1.23766,;80;;;;
54.5753516667,;-1.23766,;80;;;;
54.5753516667,;-1.23766,;80;;;;
54.5753516667,;-1.23766,;80;;;;
54.5753516667,;-1.2376616667,;80;;;;
54.5753516667,;-1.2376616667,;80;;;;
54.5753516667,;-1.2376616667,;80;;;;
54.5753516667,;-1.2376616667,;80;;;;
54.5753516667,;-1.2376616667,;80;;;;
54.5753516667,;-1.2376616667,;80;;;;
54.5753516667,;-1.2376616667,;80;;;;
54.5753516667,;-1.2376616667,;80;;;;
54.5753516667,;-1.2376616667,;80;;;;
54.5753516667,;-1.2376616667,;80;;;;
54.5753516667,;-1.2376616667,;80;;;;
54.5753516667,;-1.2376616667,;80;;;;
54.5753516667,;-1.2376616667,;80;;;;
54.5753516667,;-1.2376633333,;80;;;;
54.5753516667,;-1.2376633333,;80;;;;
54.5753516667,;-1.2376633333,;80;;;;
54.5753516667,;-1.2376633333,;80;;;;
54.5753516667,;-1.2376633333,;80;;;;
54.5753516667,;-1.2376633333,;80;;;;
54.5753516667,;-1.2376633333,;80;;;;
54.5753516667,;-1.2376633333,;80;;;;
54.5753516667,;-1.2376633333,;80;;;;
54.5753516667,;-1.2376633333,;80;;;;
54.5753516667,;-1.2376633333,;80;;;;
54.5753516667,;-1.2376633333,;80;;;;
54.5753516667,;-1.2376633333,;80;;;;
54.5753516667,;-1.2376633333,;80;;;;
54.5753516667,;-1.2376633333,;80;;;;
54.5753516667,;-1.237665,;80;;;;
54.5753516667,;-1.237665,;80;;;;
54.5753516667,;-1.237665,;80;;;;
54.57535,;-1.237665,;80;;;;
54.57535,;-1.237665,;80;;;;
54.57535,;-1.237665,;80;;;;
54.57535,;-1.237665,;80;;;;
54.57535,;-1.237665,;80;;;;
54.57535,;-1.237665,;80;;;;
54.57535,;-1.237665,;80;;;;
54.57535,;-1.237665,;80;;;;
54.57535,;-1.237665,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
54.57535,;-1.2376666667,;80;;;;
